IndividualID,IndividualDegree,IndividualBetweenness,ColonyID,Date,FoodType,Treatment,GroupSize,ConditionCompiled,NumberWorkers,Group ID,
77,8,17.41904762,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
142,1,0,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
171,6,5.69047619,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
235,6,15.92380952,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
367,7,20.0952381,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
386,6,34.91666667,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
392,1,0,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
2654,8,10.6452381,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
2687,8,22.92380952,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
2769,5,4.166666667,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
2778,5,7.528571429,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
3532,5,1.583333333,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
3559,4,3.35,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
3562,7,6.007142857,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
3602,4,0.25,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
3607,2,0,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
3613,3,0.5,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
3635,2,16,Networks-10-26-1,26-Oct-21,C,B,S,CBS,18,1,
77,10,1.453571429,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
171,8,2.11468254,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
235,10,2.133730159,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
367,12,3.064285714,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
386,12,4.848015873,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
392,5,0.652380952,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
2654,12,3.913095238,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
2687,14,7.953968254,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
2769,9,0.632936508,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
2778,12,4.045238095,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
3532,9,0.957936508,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
3559,9,1.192460317,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
3562,7,0.807539683,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
3602,14,5.045634921,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
3607,9,3.385714286,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
3613,12,3.494444444,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
3635,10,3.304365079,Networks-10-28-1,28-Oct-21,C,T,S,CTS,18,1,
77,7,3.576190476,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
142,5,1.366666667,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
171,8,5.881818182,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
235,10,6.692857143,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
367,6,2.157575758,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
386,8,5.139393939,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
392,5,2.139393939,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
2654,10,6.90952381,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
2687,10,11.31515152,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
2769,9,6.972727273,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
2778,10,11.98939394,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
3532,5,0.342857143,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
3559,5,0.142857143,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
3562,5,0.5,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
3602,8,3.558008658,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
3607,9,6.482251082,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
3635,4,0.833333333,Networks-11-1-1,1-Nov-21,C,B,S,CBS,17,1,
77,6,0.45,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
171,9,2.126190476,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
357,10,4.528968254,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
359,11,4.286111111,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
367,8,1.277777778,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
386,8,1.269444444,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
392,12,6.687301587,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
2654,12,9.901190476,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
2687,9,3.703968254,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
2769,9,2.001190476,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
2778,3,0,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
3562,11,3.728968254,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
3607,6,0.366666667,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
3609,8,1.436111111,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
3635,6,0.236111111,Networks-11-12-1,12-Nov-21,C,T,S,CTS,16,1,
77,10,3.211111111,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
142,6,0.236111111,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
171,11,2.716269841,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
357,6,0.745634921,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
359,14,9.632936508,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
367,7,0.111111111,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
386,7,1.902777778,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
392,9,1.221825397,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
2654,12,7.553968254,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
2687,9,0.674603175,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
2769,4,0.2,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
2778,9,2.344444444,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
3562,9,2.961111111,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
3607,10,2.088492063,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
3609,11,2.399603175,Networks-11-16-1,16-Nov-21,C,T,S,CTS,16,1,
77,9,0.68452381,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
171,11,2.236904762,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
357,13,3.759920635,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
359,13,3.759920635,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
367,8,0.93968254,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
386,9,0.85515873,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
392,12,2.600396825,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
2654,9,1.269047619,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
2769,7,0.43452381,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
2778,10,2.138095238,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
3562,9,1.231349206,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
3607,10,1.36468254,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
3609,9,1.18015873,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
3635,7,0.545634921,Networks-11-19-1,19-Nov-21,C,B,S,CBS,16,1,
3235,11,12.91025666,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3237,4,1.364718615,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3265,7,5.792507493,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3270,9,12.04871224,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3310,14,26.87083456,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3328,3,0,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3333,9,6.976977026,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3338,15,46.4009049,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3360,10,10.57738177,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3361,7,5.761238761,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3427,10,8.164720002,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3428,4,0.694444444,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3430,3,2.102453102,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3433,5,1.272630148,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3435,8,16.78660645,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3437,5,2.533874459,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3457,8,8.301880064,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3462,11,8.854416417,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3465,12,27.71712797,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3470,4,0.726190476,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3471,10,11.79919688,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3488,18,57.78919993,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3492,9,5.866519592,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3493,10,10.07362164,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3502,6,2.795321345,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3527,5,0.476190476,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3528,8,1.108308358,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
3529,5,4.233766234,Networks-11-22-1,22-Nov-21,C,B,L,CBL,30,2,
1,17,2.243803152,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
18,9,1.321205184,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
77,18,2.68203257,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
357,15,3.458056546,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
2783,21,5.061663582,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
2815,15,2.139698107,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3235,24,8.384718713,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3237,27,9.347476685,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3265,20,5.350792916,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3268,21,4.827561572,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3270,20,4.328696957,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3310,25,7.080852623,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3328,11,1.581634052,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3329,19,2.047968535,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3333,13,1.306091028,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3360,18,3.979700691,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3428,21,3.480935465,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3430,20,4.443763894,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3435,17,2.249449467,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3437,24,8.660333844,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3457,24,8.370280781,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3462,18,2.880448044,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3467,21,5.002996329,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3471,20,3.123395782,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3488,24,7.032255795,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3492,23,5.622289535,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3522,18,3.093720882,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3528,22,3.994212057,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
3562,17,1.903965213,Networks-11-30-1,30-Nov-21,C,B,L,CBL,29,3,
77,5,1.116666667,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
171,8,12.63571429,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
235,3,1.902380952,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
367,4,3.411904762,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
392,6,3.292857143,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
2654,3,2.166666667,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
2687,5,2.833333333,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
2745,1,0,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
2769,8,14.50357143,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
2778,7,4.117857143,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
3532,8,14.98333333,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
3559,5,17.88571429,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
3562,5,3.408333333,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
3607,3,0,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
3635,5,1.741666667,Networks-11-6-1,6-Nov-21,C,T,S,CTS,17,1,
77,7,2.292857143,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
171,7,4.242857143,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
235,9,5.976190476,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
357,4,0.2,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
359,11,18.1452381,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
367,6,4.176190476,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
386,8,2.916666667,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
392,7,1.633333333,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
2687,13,20.4547619,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
2769,2,0,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
2778,8,3.383333333,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
3532,5,0.833333333,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
3559,4,0.392857143,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
3562,4,0.4,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
3607,8,6.992857143,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
3609,9,4.95,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
3635,6,2.00952381,Networks-11-8-1,8-Nov-21,C,B,S,CBS,19,1,
18,3,1.333333333,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
33,3,0.666666667,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
77,1,0,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
357,1,0,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
3268,6,5.94047619,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
3303,1,0,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
3306,7,24.41666667,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
3333,6,7.69047619,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
3360,5,5.595238095,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
3433,5,14.17857143,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
3471,5,4.69047619,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
3503,4,2.857142857,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
3522,5,8.119047619,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
3562,6,7.511904762,Networks-1-18-1,18-Jan-22,P,T,S,PTS,16,3,
18,1,0,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
33,5,17.83333333,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
357,1,0,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
768,2,10,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
3235,2,0.833333333,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
3303,2,2.5,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
3338,2,4,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
3430,1,0,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
3471,3,19.5,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
3488,4,9.166666667,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
3503,5,28.16666667,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
3523,2,0,Networks-1-21-1,21-Jan-22,P,T,S,PTS,15,3,
18,14,10.42837302,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
77,9,2.262389122,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
357,5,1.200694444,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
2783,10,8.159897292,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3235,13,6.479651027,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3268,11,4.849801587,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3279,9,4.04274043,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3303,4,0.461111111,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3304,7,1.448611111,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3306,9,3.447519841,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3310,16,12.23619281,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3333,19,27.30543884,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3343,19,32.17049486,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3360,12,5.611700514,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3430,11,5.287488329,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3433,8,3.572315593,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3437,11,7.793434874,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3457,8,2.966666667,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3471,9,4.235714286,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3488,8,2.420634921,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3492,4,0.344537815,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3503,15,10.90823413,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3522,12,7.91219071,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3523,13,4.411507937,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
3562,8,2.04265873,Networks-12-27-1,27-Dec-21,C,T,L,CTL,27,3,
18,6,5.684432234,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
33,5,4.114260739,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
77,9,12.02256077,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
357,7,7.051898102,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
2783,6,3.814529915,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3105,4,2.363929943,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3235,4,1,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3268,9,9.631023388,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3279,9,6.09811463,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3303,7,7.294155844,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3304,10,11.55364064,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3306,12,36.70521864,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3333,6,3.58951049,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3338,5,2.281751582,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3343,16,46.00056749,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3360,8,6.938929943,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3371,4,1.267065288,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3430,6,3.537612388,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3433,6,4.189028863,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3457,6,5.259133758,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3471,10,14.52602953,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3488,5,2.279304029,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3503,11,19.45141035,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3522,10,19.16429681,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3523,8,4.309321071,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
3562,7,4.87227356,Networks-12-31-1,31-Dec-21,C,T,L,CTL,27,3,
1,10,1.199512987,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
18,19,3.431317294,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
77,16,3.427572428,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
357,12,1.487395937,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
2783,16,3.88208597,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
2815,12,3.01966922,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3235,13,1.313437951,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3237,24,7.172736985,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3265,25,9.651001776,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3268,19,3.059694472,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3310,22,6.534017372,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3328,18,2.24296953,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3329,17,2.630970418,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3333,16,3.353095516,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3360,19,3.84750111,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3428,16,3.281812632,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3430,19,4.916508492,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3433,16,3.612962038,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3437,20,4.611581474,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3457,24,8.625178988,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3462,22,6.295868021,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3467,23,6.801022589,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3471,17,2.401043401,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3488,17,2.715762016,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3492,19,3.400745088,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3522,22,5.163952714,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3528,26,10.45792818,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
3562,15,2.4626554,Networks-12-5-1,5-Dec-21,C,B,L,CBL,28,3,
18,2,0,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
33,1,0,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
77,1,0,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
3242,2,0,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
3245,2,3,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
3335,2,3,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
3342,1,0,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
3374,1,0,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
3488,1,0,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
3523,2,4,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
3562,3,2,Networks-1-26-1,26-Jan-22,P,T,S,PTS,15,4,
1,7,0.628246753,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
18,19,4.974327062,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
77,19,5.620841658,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
357,14,3.121689422,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
2783,19,5.149113387,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
2815,17,2.691343379,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3235,18,5.934290709,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3237,24,10.55804335,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3265,20,7.708923021,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3268,16,2.520945721,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3310,25,15.01365995,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3328,19,5.520232545,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3329,16,5.652677878,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3333,21,8.139212177,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3360,19,5.225851926,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3428,20,6.933377733,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3430,12,2.035094073,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3433,17,5.074030137,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3437,16,3.159011822,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
3457,19,8.31001221,Networks-12-9-1,9-Dec-21,C,T,L,CTL,27,3,
